,Student_ID,Action_Types,Action_Time,Cur_Proficiency
5256,451,23,36,
5257,451,AT66,57,"{1: 4, 2: 2, 3: 4, 4: 1}"
5258,451,Final Exam,90,"[2, 4, 2, 4, 1]"
5259,452,Prior Assessment Test,90,"[2, 1, 1, 0, 3]"
5260,452,9,7,
5261,452,49,37,
5262,452,18,3,
5263,452,35,5,
5264,452,AT60,38,"{0: 3, 1: 2, 2: 3}"
5265,452,46,3,
5266,452,15,8,
5267,452,5,56,
5268,452,10,41,
5269,452,Final Exam,90,"[4, 4, 4, 1, 4]"
5270,453,Prior Assessment Test,90,"[1, 1, 0, 1, 0]"
5271,453,8,55,
5272,453,44,27,
5273,453,AT52,10,"{1: 3, 2: 0}"
5274,453,AT64,24,"{0: 1, 1: 4, 3: 4}"
5275,453,AT59,5,"{0: 1, 4: 1}"
5276,453,23,2,
5277,453,18,37,
5278,453,4,41,
5279,453,27,54,
5280,453,Final Exam,90,"[1, 4, 4, 4, 4]"
5281,454,Prior Assessment Test,90,"[0, 0, 1, 1, 1]"
5282,454,AT51,46,"{2: 1, 3: 2}"
5283,454,44,11,
5284,454,44,51,
5285,454,47,2,
5286,454,Final Exam,90,"[3, 3, 2, 2, 1]"
5287,455,Prior Assessment Test,90,"[0, 1, 0, 0, 0]"
5288,455,44,10,
5289,455,AT52,7,"{1: 4, 2: 0}"
5290,455,40,19,
5291,455,17,12,
5292,455,39,36,
5293,455,AT64,9,"{0: 3, 1: 4, 3: 0}"
5294,455,5,11,
5295,455,21,50,
5296,455,49,56,
5297,455,AT55,30,"{2: 3, 4: 1}"
5298,455,Final Exam,90,"[4, 4, 3, 0, 1]"
5299,456,Prior Assessment Test,90,"[2, 1, 1, 1, 1]"
5300,456,47,13,
5301,456,AT55,15,"{2: 3, 4: 1}"
5302,456,40,27,
5303,456,27,11,
5304,456,31,58,
5305,456,17,7,
5306,456,AT53,47,"{0: 4, 1: 2, 4: 4}"
5307,456,4,45,
5308,456,Final Exam,90,"[4, 2, 4, 2, 4]"
5309,457,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
5310,457,AT59,6,"{0: 1, 4: 1}"
5311,457,47,55,
5312,457,AT53,14,"{0: 2, 1: 1, 4: 1}"
5313,457,AT52,1,"{1: 1, 2: 3}"
5314,457,AT53,19,"{0: 2, 1: 2, 4: 1}"
5315,457,49,58,
5316,457,14,57,
5317,457,45,18,
5318,457,18,5,
5319,457,Final Exam,90,"[3, 3, 4, 0, 3]"
5320,458,Prior Assessment Test,90,"[4, 0, 0, 1, 3]"
5321,458,AT53,7,"{0: 4, 1: 1, 4: 3}"
5322,458,AT68,30,"{0: 4, 2: 0, 3: 2, 4: 3}"
5323,458,6,9,
5324,458,AT58,45,"{0: 4, 1: 1, 2: 3}"
5325,458,AT58,1,"{0: 4, 1: 1, 2: 4}"
5326,458,Final Exam,90,"[4, 1, 4, 4, 3]"
5327,459,Prior Assessment Test,90,"[1, 0, 1, 1, 0]"
5328,459,AT53,5,"{0: 1, 1: 1, 4: 0}"
5329,459,AT51,8,"{2: 2, 3: 1}"
5330,459,AT59,3,"{0: 1, 4: 1}"
5331,459,10,36,
5332,459,8,19,
5333,459,AT53,1,"{0: 1, 1: 1, 4: 2}"
5334,459,49,55,
5335,459,AT64,39,"{0: 2, 1: 2, 3: 2}"
5336,459,0,5,
5337,459,AT63,60,"{0: 3, 3: 3, 4: 3}"
5338,459,Final Exam,90,"[3, 2, 3, 3, 3]"
5339,460,Prior Assessment Test,90,"[3, 1, 2, 3, 1]"
5340,460,AT51,2,"{2: 2, 3: 4}"
5341,460,20,12,
5342,460,AT51,30,"{2: 3, 3: 4}"
5343,460,11,24,
5344,460,Final Exam,90,"[4, 2, 3, 4, 1]"
5345,461,Prior Assessment Test,90,"[0, 0, 1, 1, 1]"
5346,461,43,26,
5347,461,47,2,
5348,461,9,17,
5349,461,26,55,
5350,461,43,5,
5351,461,0,6,
5352,461,Final Exam,90,"[2, 0, 4, 2, 4]"
5353,462,Prior Assessment Test,90,"[1, 0, 0, 1, 3]"
5354,462,48,15,
5355,462,0,30,
5356,462,AT66,17,"{1: 0, 2: 0, 3: 4, 4: 4}"
5357,462,48,60,
5358,462,34,19,
5359,462,48,26,
5360,462,41,18,
5361,462,23,26,
5362,462,AT53,30,"{0: 4, 1: 3, 4: 4}"
5363,462,27,30,
5364,462,18,3,
5365,462,Final Exam,90,"[4, 4, 1, 4, 4]"
5366,463,Prior Assessment Test,90,"[0, 0, 2, 3, 0]"
5367,463,21,56,
5368,463,AT53,11,"{0: 0, 1: 1, 4: 1}"
5369,463,AT65,10,"{0: 0, 1: 2, 4: 1}"
5370,463,9,51,
5371,463,9,48,
5372,463,12,16,
5373,463,Final Exam,90,"[0, 2, 3, 4, 2]"
5374,464,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
5375,464,21,8,
5376,464,34,3,
5377,464,AT51,30,"{2: 1, 3: 2}"
5378,464,26,19,
5379,464,44,30,
5380,464,9,20,
5381,464,49,41,
5382,464,37,42,
5383,464,30,4,
5384,464,AT52,34,"{1: 3, 2: 2}"
5385,464,Final Exam,90,"[4, 3, 2, 4, 1]"
5386,465,Prior Assessment Test,90,"[2, 1, 1, 1, 0]"
5387,465,44,17,
5388,465,AT62,47,"{0: 2, 2: 1, 3: 2}"
5389,465,41,55,
5390,465,AT59,37,"{0: 3, 4: 1}"
5391,465,AT64,3,"{0: 3, 1: 4, 3: 3}"
5392,465,AT51,52,"{2: 1, 3: 4}"
5393,465,AT54,15,"{0: 4, 1: 4, 2: 1, 3: 4}"
5394,465,32,19,
5395,465,Final Exam,90,"[4, 4, 1, 4, 2]"
5396,466,Prior Assessment Test,90,"[1, 1, 1, 1, 0]"
5397,466,1,9,
5398,466,47,22,
5399,466,AT65,4,"{0: 1, 1: 2, 4: 0}"
5400,466,32,12,
5401,466,6,57,
5402,466,31,53,
5403,466,19,59,
5404,466,AT51,32,"{2: 4, 3: 4}"
5405,466,Final Exam,90,"[1, 2, 4, 4, 2]"
5406,467,Prior Assessment Test,90,"[1, 0, 1, 2, 0]"
5407,467,AT66,3,"{1: 0, 2: 1, 3: 3, 4: 0}"
5408,467,44,8,
5409,467,44,50,
5410,467,23,21,
5411,467,31,46,
5412,467,33,27,
5413,467,38,18,
5414,467,AT66,53,"{1: 2, 2: 2, 3: 3, 4: 1}"
5415,467,AT65,4,"{0: 4, 1: 2, 4: 2}"
5416,467,15,41,
5417,467,AT62,1,"{0: 4, 2: 3, 3: 3}"
5418,467,Final Exam,90,"[4, 3, 3, 3, 2]"
5419,468,Prior Assessment Test,90,"[0, 0, 0, 0, 0]"
5420,468,21,7,
5421,468,40,4,
5422,468,AT63,6,"{0: 0, 3: 0, 4: 3}"
5423,468,40,57,
5424,468,26,16,
5425,468,48,55,
5426,468,0,3,
5427,468,AT63,26,"{0: 3, 3: 1, 4: 4}"
5428,468,14,25,
5429,468,17,3,
5430,468,AT53,37,"{0: 4, 1: 2, 4: 4}"
5431,468,39,32,
5432,468,33,2,
5433,468,AT66,11,"{1: 3, 2: 0, 3: 4, 4: 4}"
5434,468,41,53,
5435,468,AT68,44,"{0: 4, 2: 1, 3: 4, 4: 4}"
5436,468,4,10,
5437,468,Final Exam,90,"[4, 4, 3, 4, 4]"
5438,469,Prior Assessment Test,90,"[1, 1, 1, 4, 1]"
5439,469,12,3,
5440,469,32,4,
5441,469,10,5,
5442,469,AT68,53,"{0: 1, 2: 4, 3: 4, 4: 3}"
5443,469,Final Exam,90,"[1, 1, 4, 4, 3]"
5444,470,Prior Assessment Test,90,"[1, 3, 2, 0, 1]"
5445,470,40,56,
5446,470,18,23,
5447,470,9,4,
5448,470,41,17,
5449,470,17,24,
5450,470,26,8,
5451,470,32,45,
5452,470,36,33,
5453,470,18,34,
5454,470,Final Exam,90,"[4, 4, 4, 1, 4]"
5455,471,Prior Assessment Test,90,"[1, 0, 1, 2, 0]"
5456,471,6,1,
5457,471,21,12,
5458,471,31,24,
5459,471,40,2,
5460,471,1,16,
5461,471,AT53,28,"{0: 1, 1: 1, 4: 2}"
5462,471,23,51,
5463,471,AT67,6,"{0: 1, 2: 3, 3: 4, 4: 2}"
5464,471,Final Exam,90,"[1, 2, 3, 4, 2]"
5465,472,Prior Assessment Test,90,"[0, 0, 2, 0, 1]"
5466,472,AT53,19,"{0: 0, 1: 1, 4: 1}"
5467,472,40,57,
5468,472,47,49,
5469,472,46,46,
5470,472,32,27,
5471,472,AT52,2,"{1: 2, 2: 4}"
5472,472,26,19,
5473,472,26,48,
5474,472,8,46,
5475,472,26,23,
5476,472,Final Exam,90,"[3, 3, 4, 0, 4]"
5477,473,Prior Assessment Test,90,"[1, 0, 1, 1, 0]"
5478,473,AT51,10,"{2: 1, 3: 2}"
5479,473,4,54,
5480,473,AT59,59,"{0: 1, 4: 1}"
5481,473,47,39,
5482,473,30,1,
5483,473,40,6,
5484,473,AT53,11,"{0: 2, 1: 1, 4: 2}"
5485,473,AT51,1,"{2: 2, 3: 4}"
5486,473,AT55,15,"{2: 4, 4: 2}"
5487,473,Final Exam,90,"[2, 1, 4, 4, 2]"
5488,474,Prior Assessment Test,90,"[1, 1, 1, 1, 0]"
5489,474,31,9,
5490,474,32,7,
5491,474,AT64,31,"{0: 2, 1: 2, 3: 1}"
5492,474,49,13,
5493,474,41,57,
5494,474,19,3,
5495,474,32,2,
5496,474,AT65,31,"{0: 2, 1: 4, 4: 4}"
5497,474,12,34,
5498,474,Final Exam,90,"[2, 4, 4, 2, 4]"
5499,475,Prior Assessment Test,90,"[0, 3, 4, 0, 0]"
5500,475,19,12,
5501,475,19,38,
5502,475,41,6,
5503,475,40,28,
5504,475,10,11,
5505,475,Final Exam,90,"[0, 4, 4, 0, 4]"
5506,476,Prior Assessment Test,90,"[1, 1, 2, 1, 2]"
5507,476,22,40,
5508,476,34,3,
5509,476,1,17,
5510,476,0,12,
5511,476,Final Exam,90,"[2, 2, 4, 4, 4]"
5512,477,Prior Assessment Test,90,"[2, 0, 0, 1, 0]"
5513,477,41,23,
5514,477,34,29,
5515,477,44,31,
5516,477,34,23,
5517,477,25,33,
5518,477,41,33,
5519,477,17,21,
5520,477,AT53,53,"{0: 4, 1: 3, 4: 3}"
5521,477,1,6,
5522,477,0,1,
5523,477,AT67,36,"{0: 4, 2: 2, 3: 3, 4: 4}"
5524,477,33,33,
5525,477,Final Exam,90,"[4, 3, 2, 4, 4]"
5526,478,Prior Assessment Test,90,"[0, 2, 0, 1, 1]"
5527,478,46,45,
5528,478,46,12,
5529,478,12,9,
5530,478,41,36,
5531,478,39,26,
5532,478,47,7,
5533,478,32,22,
5534,478,47,54,
5535,478,21,4,
5536,478,3,49,
5537,478,Final Exam,90,"[2, 4, 4, 4, 4]"
5538,479,Prior Assessment Test,90,"[1, 1, 1, 0, 0]"
5539,479,49,9,
5540,479,17,26,
5541,479,21,22,
5542,479,30,55,
5543,479,40,44,
5544,479,41,43,
5545,479,34,3,
5546,479,40,19,
5547,479,33,21,
5548,479,Final Exam,90,"[4, 4, 1, 4, 2]"
5549,480,Prior Assessment Test,90,"[0, 1, 3, 1, 1]"
5550,480,32,29,
5551,480,34,18,
5552,480,AT69,19,"{3: 2, 4: 2}"
5553,480,40,6,
5554,480,3,1,
5555,480,49,11,
5556,480,10,47,
5557,480,15,7,
5558,480,Final Exam,90,"[0, 3, 4, 3, 4]"
5559,481,Prior Assessment Test,90,"[0, 1, 0, 1, 2]"
5560,481,14,44,
5561,481,AT68,5,"{0: 0, 2: 0, 3: 2, 4: 3}"
5562,481,6,41,
5563,481,31,1,
5564,481,26,7,
5565,481,23,53,
5566,481,AT52,13,"{1: 1, 2: 2}"
5567,481,AT53,36,"{0: 2, 1: 3, 4: 4}"
5568,481,23,10,
5569,481,Final Exam,90,"[2, 4, 2, 2, 4]"
5570,482,Prior Assessment Test,90,"[1, 1, 1, 2, 0]"
5571,482,6,36,
5572,482,45,4,
5573,482,22,23,
5574,482,AT60,1,"{0: 3, 1: 2, 2: 3}"
5575,482,23,46,
5576,482,AT51,26,"{2: 3, 3: 3}"
5577,482,Final Exam,90,"[4, 2, 3, 3, 0]"
5578,483,Prior Assessment Test,90,"[2, 0, 1, 1, 0]"
5579,483,34,6,
5580,483,47,60,
5581,483,38,50,
5582,483,1,15,
5583,483,41,31,
5584,483,34,48,
5585,483,39,60,
5586,483,33,17,
5587,483,AT57,7,"{1: 2, 2: 4}"
5588,483,AT69,15,"{3: 3, 4: 2}"
5589,483,0,13,
5590,483,AT69,1,"{3: 4, 4: 4}"
5591,483,Final Exam,90,"[4, 2, 4, 4, 4]"
5592,484,Prior Assessment Test,90,"[2, 1, 3, 1, 4]"
5593,484,21,15,
5594,484,3,57,
5595,484,Final Exam,90,"[2, 3, 3, 3, 4]"
5596,485,Prior Assessment Test,90,"[1, 1, 0, 1, 0]"
5597,485,8,25,
5598,485,31,2,
5599,485,26,35,
5600,485,12,24,
5601,485,34,1,
5602,485,39,47,
5603,485,1,40,
5604,485,39,49,
5605,485,AT66,26,"{1: 4, 2: 0, 3: 3, 4: 2}"
5606,485,AT65,4,"{0: 4, 1: 4, 4: 3}"
5607,485,26,34,
5608,485,11,35,
5609,485,Final Exam,90,"[4, 4, 0, 4, 4]"
5610,486,Prior Assessment Test,90,"[2, 1, 1, 0, 0]"
5611,486,43,13,
5612,486,31,47,
5613,486,47,27,
5614,486,AT58,16,"{0: 4, 1: 1, 2: 4}"
5615,486,20,23,
5616,486,AT59,48,"{0: 4, 4: 4}"
5617,486,49,41,
5618,486,8,26,
5619,486,44,9,
5620,486,Final Exam,90,"[4, 4, 4, 1, 4]"
5621,487,Prior Assessment Test,90,"[1, 0, 0, 0, 1]"
5622,487,40,10,
5623,487,AT63,36,"{0: 1, 3: 0, 4: 3}"
5624,487,25,18,
5625,487,48,37,
5626,487,26,49,
5627,487,AT53,3,"{0: 3, 1: 1, 4: 4}"
5628,487,17,12,
5629,487,AT65,39,"{0: 4, 1: 2, 4: 4}"
5630,487,8,19,
5631,487,8,4,
5632,487,18,49,
5633,487,43,60,
5634,487,AT58,15,"{0: 4, 1: 4, 2: 3}"
5635,487,18,31,
5636,487,21,57,
5637,487,Final Exam,90,"[4, 4, 4, 1, 4]"
5638,488,Prior Assessment Test,90,"[1, 1, 1, 1, 1]"
5639,488,44,35,
5640,488,43,3,
5641,488,4,2,
5642,488,17,26,
5643,488,17,40,
5644,488,1,13,
5645,488,0,3,
5646,488,24,54,
5647,488,1,40,
5648,488,AT68,3,"{0: 3, 2: 4, 3: 2, 4: 3}"
5649,488,Final Exam,90,"[3, 4, 4, 2, 3]"
5650,489,Prior Assessment Test,90,"[0, 0, 0, 0, 3]"
5651,489,48,58,
5652,489,26,31,
5653,489,AT53,46,"{0: 1, 1: 1, 4: 4}"
5654,489,44,29,
5655,489,17,31,
5656,489,26,5,
5657,489,44,2,
5658,489,0,42,
5659,489,22,16,
5660,489,0,32,
5661,489,Final Exam,90,"[4, 3, 0, 2, 4]"
5662,490,Prior Assessment Test,90,"[1, 2, 2, 0, 1]"
5663,490,8,1,
5664,490,49,6,
5665,490,17,25,
5666,490,8,40,
5667,490,27,30,
5668,490,9,18,
5669,490,9,19,
5670,490,Final Exam,90,"[3, 4, 4, 0, 4]"
5671,491,Prior Assessment Test,90,"[2, 1, 1, 0, 0]"
5672,491,39,10,
5673,491,45,5,
5674,491,38,1,
5675,491,44,13,
5676,491,5,10,
5677,491,39,8,
5678,491,AT58,31,"{0: 4, 1: 4, 2: 4}"
5679,491,Final Exam,90,"[4, 4, 4, 0, 1]"
5680,492,Prior Assessment Test,90,"[0, 0, 1, 4, 4]"
5681,492,1,37,
5682,492,4,9,
5683,492,44,10,
5684,492,39,17,
5685,492,14,9,
5686,492,Final Exam,90,"[0, 2, 4, 4, 4]"
5687,493,Prior Assessment Test,90,"[0, 0, 0, 1, 0]"
5688,493,AT53,27,"{0: 0, 1: 1, 4: 0}"
5689,493,44,19,
5690,493,31,33,
5691,493,8,40,
5692,493,AT68,29,"{0: 0, 2: 0, 3: 2, 4: 3}"
5693,493,40,2,
5694,493,39,23,
5695,493,3,26,
5696,493,41,30,
5697,493,39,21,
5698,493,6,3,
5699,493,43,13,
5700,493,Final Exam,90,"[0, 4, 2, 4, 4]"
5701,494,Prior Assessment Test,90,"[0, 0, 2, 0, 1]"
5702,494,45,12,
5703,494,9,41,
5704,494,14,49,
5705,494,25,3,
5706,494,39,47,
5707,494,15,22,
5708,494,AT52,4,"{1: 4, 2: 4}"
5709,494,21,21,
5710,494,26,37,
5711,494,Final Exam,90,"[1, 4, 4, 1, 4]"
5712,495,Prior Assessment Test,90,"[0, 1, 1, 0, 1]"
5713,495,47,4,
5714,495,46,29,
5715,495,49,16,
5716,495,27,45,
5717,495,23,35,
5718,495,0,3,
5719,495,AT53,31,"{0: 4, 1: 4, 4: 3}"
5720,495,0,57,
5721,495,Final Exam,90,"[4, 4, 1, 0, 4]"
5722,496,Prior Assessment Test,90,"[0, 1, 0, 0, 0]"
5723,496,31,56,
5724,496,46,5,
5725,496,40,19,
5726,496,8,13,
5727,496,31,1,
5728,496,25,16,
5729,496,8,57,
5730,496,39,8,
5731,496,43,16,
5732,496,12,54,
5733,496,AT62,21,"{0: 0, 2: 4, 3: 1}"
5734,496,AT51,52,"{2: 4, 3: 2}"
5735,496,3,24,
5736,496,AT64,1,"{0: 0, 1: 3, 3: 4}"
5737,496,Final Exam,90,"[0, 3, 4, 4, 4]"
5738,497,Prior Assessment Test,90,"[2, 2, 1, 0, 2]"
5739,497,32,33,
5740,497,0,56,
5741,497,32,51,
5742,497,45,49,
5743,497,AT62,59,"{0: 2, 2: 3, 3: 4}"
5744,497,0,48,
5745,497,Final Exam,90,"[2, 2, 3, 4, 4]"
5746,498,Prior Assessment Test,90,"[1, 1, 2, 0, 0]"
5747,498,45,38,
5748,498,43,15,
5749,498,15,50,
5750,498,44,6,
5751,498,22,1,
5752,498,AT65,15,"{0: 2, 1: 4, 4: 0}"
5753,498,47,43,
5754,498,31,19,
5755,498,Final Exam,90,"[4, 4, 4, 0, 1]"
5756,499,Prior Assessment Test,90,"[1, 0, 1, 1, 1]"
5757,499,1,57,
5758,499,26,32,
5759,499,12,1,
5760,499,AT53,35,"{0: 1, 1: 1, 4: 3}"
5761,499,8,6,
5762,499,47,40,
5763,499,18,49,
5764,499,10,46,
5765,499,AT56,37,"{0: 4, 2: 4}"
5766,499,0,39,
5767,499,Final Exam,90,"[4, 3, 4, 2, 4]"
5768,500,Prior Assessment Test,90,"[1, 0, 1, 0, 4]"
5769,500,26,17,
5770,500,47,50,
5771,500,0,16,
5772,500,47,58,
5773,500,35,21,
5774,500,45,43,
5775,500,Final Exam,90,"[4, 1, 4, 0, 4]"
5776,501,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
5777,501,31,11,
5778,501,47,7,
5779,501,47,11,
5780,501,41,60,
5781,501,AT56,55,"{0: 2, 2: 4}"
5782,501,0,20,
5783,501,21,53,
5784,501,8,11,
5785,501,17,29,
5786,501,31,1,
5787,501,Final Exam,90,"[3, 3, 4, 0, 3]"
5788,502,Prior Assessment Test,90,"[2, 0, 1, 1, 2]"
5789,502,21,24,
5790,502,47,27,
5791,502,12,51,
5792,502,27,55,
5793,502,2,2,
5794,502,AT53,24,"{0: 3, 1: 1, 4: 3}"
5795,502,44,27,
5796,502,Final Exam,90,"[3, 3, 1, 4, 3]"
5797,503,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
5798,503,9,4,
5799,503,22,1,
5800,503,AT52,35,"{1: 3, 2: 2}"
5801,503,39,32,
5802,503,21,25,
5803,503,25,1,
5804,503,21,1,
5805,503,47,21,
5806,503,Final Exam,90,"[4, 4, 4, 1, 4]"
5807,504,Prior Assessment Test,90,"[1, 4, 0, 2, 1]"
5808,504,39,1,
5809,504,10,59,
5810,504,23,2,
5811,504,49,13,
5812,504,AT57,1,"{1: 4, 2: 4}"
5813,504,40,10,
5814,504,AT56,33,"{0: 4, 2: 4}"
5815,504,Final Exam,90,"[4, 4, 4, 3, 2]"
5816,505,Prior Assessment Test,90,"[1, 3, 1, 1, 0]"
5817,505,41,21,
5818,505,31,20,
5819,505,43,55,
5820,505,49,16,
5821,505,34,37,
5822,505,1,7,
5823,505,Final Exam,90,"[1, 4, 4, 2, 2]"
5824,506,Prior Assessment Test,90,"[2, 1, 0, 0, 1]"
5825,506,49,32,
5826,506,41,32,
5827,506,46,35,
5828,506,39,22,
5829,506,14,5,
5830,506,18,41,
5831,506,15,32,
5832,506,19,2,
5833,506,8,32,
5834,506,Final Exam,90,"[4, 4, 4, 0, 4]"
5835,507,Prior Assessment Test,90,"[0, 1, 4, 2, 1]"
5836,507,AT52,34,"{1: 2, 2: 4}"
5837,507,AT55,10,"{2: 4, 4: 2}"
5838,507,25,2,
5839,507,48,45,
5840,507,Final Exam,90,"[0, 2, 4, 2, 4]"
5841,508,Prior Assessment Test,90,"[0, 0, 0, 1, 0]"
5842,508,44,25,
5843,508,49,30,
5844,508,39,7,
5845,508,44,29,
5846,508,31,25,
5847,508,Final Exam,90,"[0, 4, 1, 1, 1]"
5848,509,Prior Assessment Test,90,"[1, 1, 3, 3, 3]"
5849,509,AT55,2,"{2: 4, 4: 4}"
5850,509,AT52,27,"{1: 2, 2: 4}"
5851,509,4,8,
5852,509,47,1,
5853,509,AT68,31,"{0: 3, 2: 4, 3: 4, 4: 4}"
5854,509,Final Exam,90,"[3, 2, 4, 4, 4]"
5855,510,Prior Assessment Test,90,"[1, 3, 0, 1, 0]"
5856,510,17,2,
5857,510,AT64,26,"{0: 1, 1: 4, 3: 1}"
5858,510,17,5,
5859,510,AT59,59,"{0: 2, 4: 1}"
5860,510,0,42,
5861,510,32,4,
5862,510,AT56,40,"{0: 2, 2: 2}"
5863,510,4,13,
5864,510,Final Exam,90,"[2, 4, 2, 2, 4]"
5865,511,Prior Assessment Test,90,"[0, 1, 0, 0, 1]"
5866,511,AT52,22,"{1: 1, 2: 1}"
5867,511,44,14,
5868,511,AT52,60,"{1: 3, 2: 1}"
5869,511,9,58,
5870,511,AT52,1,"{1: 4, 2: 2}"
5871,511,15,43,
5872,511,47,12,
5873,511,15,39,
5874,511,10,11,
5875,511,24,20,
5876,511,38,3,
5877,511,Final Exam,90,"[3, 4, 4, 0, 3]"
5878,512,Prior Assessment Test,90,"[1, 0, 1, 1, 1]"
5879,512,1,54,
5880,512,44,8,
5881,512,40,31,
5882,512,34,43,
5883,512,25,3,
5884,512,44,2,
5885,512,44,24,
5886,512,10,8,
5887,512,9,2,
5888,512,AT55,27,"{2: 4, 4: 4}"
5889,512,Final Exam,90,"[1, 4, 4, 2, 4]"
5890,513,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
5891,513,46,21,
5892,513,39,28,
5893,513,17,1,
5894,513,14,40,
5895,513,49,42,
5896,513,47,20,
5897,513,31,25,
5898,513,45,13,
5899,513,8,40,
5900,513,AT56,45,"{0: 4, 2: 3}"
5901,513,46,3,
5902,513,21,18,
5903,513,1,2,
5904,513,Final Exam,90,"[4, 4, 4, 2, 4]"
5905,514,Prior Assessment Test,90,"[0, 1, 1, 0, 2]"
5906,514,25,7,
5907,514,44,26,
5908,514,39,18,
5909,514,49,30,
5910,514,9,2,
5911,514,43,58,
5912,514,26,14,
5913,514,Final Exam,90,"[0, 3, 4, 0, 4]"
5914,515,Prior Assessment Test,90,"[1, 2, 1, 0, 0]"
5915,515,AT52,4,"{1: 4, 2: 1}"
5916,515,39,42,
5917,515,45,1,
5918,515,49,17,
5919,515,38,12,
5920,515,AT65,2,"{0: 4, 1: 4, 4: 1}"
5921,515,8,5,
5922,515,46,55,
5923,515,9,27,
5924,515,Final Exam,90,"[4, 4, 4, 0, 4]"
5925,516,Prior Assessment Test,90,"[3, 0, 0, 1, 0]"
5926,516,34,28,
5927,516,44,39,
5928,516,AT59,9,"{0: 3, 4: 1}"
5929,516,17,40,
5930,516,26,5,
5931,516,34,4,
5932,516,AT69,18,"{3: 3, 4: 2}"
5933,516,AT66,25,"{1: 2, 2: 0, 3: 4, 4: 2}"
5934,516,11,45,
5935,516,AT65,43,"{0: 4, 1: 4, 4: 2}"
5936,516,39,16,
5937,516,AT69,13,"{3: 4, 4: 3}"
5938,516,AT63,15,"{0: 4, 3: 4, 4: 4}"
5939,516,4,8,
5940,516,AT55,28,"{2: 4, 4: 4}"
5941,516,Final Exam,90,"[4, 4, 4, 4, 4]"
5942,517,Prior Assessment Test,90,"[0, 0, 0, 2, 0]"
5943,517,AT53,18,"{0: 0, 1: 1, 4: 0}"
5944,517,31,30,
5945,517,12,26,
5946,517,AT52,27,"{1: 1, 2: 1}"
5947,517,4,19,
5948,517,14,32,
5949,517,44,3,
5950,517,AT66,27,"{1: 3, 2: 3, 3: 4, 4: 1}"
5951,517,44,49,
5952,517,14,7,
5953,517,23,16,
5954,517,46,23,
5955,517,30,43,
5956,517,Final Exam,90,"[4, 4, 3, 4, 2]"
5957,518,Prior Assessment Test,90,"[0, 2, 1, 1, 0]"
5958,518,AT52,4,"{1: 3, 2: 1}"
5959,518,21,32,
5960,518,1,42,
5961,518,9,46,
5962,518,45,43,
5963,518,27,5,
5964,518,AT63,11,"{0: 0, 3: 2, 4: 3}"
5965,518,31,26,
5966,518,39,50,
5967,518,39,15,
5968,518,Final Exam,90,"[0, 4, 4, 2, 4]"
5969,519,Prior Assessment Test,90,"[1, 3, 0, 0, 0]"
5970,519,39,44,
5971,519,47,19,
5972,519,AT65,2,"{0: 2, 1: 4, 4: 0}"
5973,519,AT59,60,"{0: 2, 4: 1}"
5974,519,AT65,27,"{0: 3, 1: 4, 4: 1}"
5975,519,AT65,6,"{0: 4, 1: 4, 4: 3}"
5976,519,49,47,
5977,519,40,60,
5978,519,49,11,
5979,519,21,2,
5980,519,Final Exam,90,"[4, 4, 4, 1, 4]"
5981,520,Prior Assessment Test,90,"[0, 4, 1, 1, 1]"
5982,520,34,47,
5983,520,AT51,9,"{2: 2, 3: 1}"
5984,520,12,33,
5985,520,6,21,
5986,520,AT63,1,"{0: 0, 3: 2, 4: 3}"
5987,520,26,37,
5988,520,Final Exam,90,"[1, 4, 3, 2, 3]"
5989,521,Prior Assessment Test,90,"[1, 0, 0, 4, 1]"
5990,521,26,4,
5991,521,14,15,
5992,521,49,8,
5993,521,48,53,
5994,521,40,4,
5995,521,AT52,5,"{1: 3, 2: 0}"
5996,521,AT66,23,"{1: 4, 2: 0, 3: 4, 4: 4}"
5997,521,39,1,
5998,521,Final Exam,90,"[4, 4, 1, 4, 4]"
5999,522,Prior Assessment Test,90,"[3, 1, 2, 2, 1]"
6000,522,AT56,5,"{0: 4, 2: 2}"
6001,522,15,22,
6002,522,15,35,
6003,522,10,23,
6004,522,Final Exam,90,"[4, 2, 4, 2, 2]"
6005,523,Prior Assessment Test,90,"[1, 2, 3, 3, 0]"
6006,523,AT52,28,"{1: 4, 2: 3}"
6007,523,AT57,4,"{1: 4, 2: 4}"
6008,523,Final Exam,90,"[1, 4, 4, 3, 0]"
6009,524,Prior Assessment Test,90,"[1, 1, 1, 3, 0]"
6010,524,49,51,
6011,524,23,37,
6012,524,26,7,
6013,524,47,55,
6014,524,1,14,
6015,524,AT53,10,"{0: 3, 1: 3, 4: 2}"
6016,524,31,1,
6017,524,38,27,
6018,524,31,3,
6019,524,Final Exam,90,"[3, 3, 3, 3, 4]"
6020,525,Prior Assessment Test,90,"[0, 1, 1, 1, 0]"
6021,525,AT65,19,"{0: 0, 1: 1, 4: 1}"
6022,525,8,24,
6023,525,43,47,
6024,525,9,3,
6025,525,31,18,
6026,525,AT51,12,"{2: 4, 3: 3}"
6027,525,49,5,
6028,525,6,5,
