Student_ID,Action_Types,Cur_Proficiency
2636,AT12,"{2: 2, 3: 2, 4: 2}"
2636,Final Exam,"[2, 2, 2, 2, 2]"
2637,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2637,AT18,"{1: 0, 2: 0, 3: 0}"
2637,5,{}
2637,AT18,"{1: 0, 2: 0, 3: 0}"
2637,AT17,"{0: 1, 1: 1, 3: 0}"
2637,AT18,"{1: 1, 2: 1, 3: 0}"
2637,AT12,"{2: 2, 3: 2, 4: 2}"
2637,AT17,"{0: 2, 1: 2, 3: 2}"
2637,Final Exam,"[2, 2, 2, 2, 2]"
2638,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2638,AT20,{4: 2}
2638,AT17,"{0: 2, 1: 2, 3: 2}"
2638,AT16,{2: 2}
2638,Final Exam,"[2, 2, 2, 2, 2]"
2639,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2639,AT17,"{0: 0, 1: 0, 3: 0}"
2639,AT18,"{1: 0, 2: 0, 3: 0}"
2639,AT13,{1: 0}
2639,AT18,"{1: 0, 2: 0, 3: 0}"
2639,AT12,"{2: 0, 3: 0, 4: 0}"
2639,AT17,"{0: 0, 1: 1, 3: 0}"
2639,AT17,"{0: 0, 1: 1, 3: 0}"
2639,AT18,"{1: 2, 2: 1, 3: 1}"
2639,Final Exam,"[0, 2, 1, 1, 0]"
2640,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2640,AT12,"{2: 0, 3: 0, 4: 1}"
2640,AT18,"{1: 2, 2: 2, 3: 0}"
2640,AT12,"{2: 2, 3: 1, 4: 2}"
2640,AT17,"{0: 1, 1: 2, 3: 1}"
2640,AT17,"{0: 2, 1: 2, 3: 2}"
2640,Final Exam,"[2, 2, 2, 2, 2]"
2641,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2641,AT19,"{0: 2, 1: 2}"
2641,AT12,"{2: 0, 3: 0, 4: 0}"
2641,AT12,"{2: 0, 3: 0, 4: 0}"
2641,AT12,"{2: 0, 3: 0, 4: 0}"
2641,AT12,"{2: 0, 3: 0, 4: 0}"
2641,AT12,"{2: 2, 3: 1, 4: 1}"
2641,AT12,"{2: 2, 3: 1, 4: 2}"
2641,AT11,{3: 1}
2641,Final Exam,"[2, 2, 2, 1, 2]"
2642,Prior Assessment Test,"[1, 0, 1, 0, 0]"
2642,AT16,{2: 2}
2642,AT17,"{0: 1, 1: 0, 3: 0}"
2642,AT17,"{0: 2, 1: 1, 3: 2}"
2642,AT17,"{0: 2, 1: 1, 3: 2}"
2642,AT17,"{0: 2, 1: 2, 3: 2}"
2642,6,{}
2642,AT20,{4: 1}
2642,AT20,{4: 2}
2642,Final Exam,"[2, 2, 2, 2, 2]"
2643,Prior Assessment Test,"[0, 0, 1, 1, 0]"
2643,3,{}
2643,AT18,"{1: 0, 2: 2, 3: 2}"
2643,1,{}
2643,6,{}
2643,6,{}
2643,AT17,"{0: 2, 1: 0, 3: 2}"
2643,AT20,{4: 2}
2643,AT17,"{0: 2, 1: 0, 3: 2}"
2643,Final Exam,"[2, 0, 2, 2, 2]"
2644,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2644,AT12,"{2: 0, 3: 0, 4: 0}"
2644,AT17,"{0: 0, 1: 0, 3: 0}"
2644,3,{}
2644,AT12,"{2: 0, 3: 0, 4: 0}"
2644,AT12,"{2: 2, 3: 2, 4: 1}"
2644,AT20,{4: 2}
2644,AT19,"{0: 2, 1: 1}"
2644,AT13,{1: 2}
2644,Final Exam,"[2, 2, 2, 2, 2]"
2645,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2645,5,{}
2645,1,{}
2645,5,{}
2645,2,{}
2645,AT12,"{2: 2, 3: 2, 4: 2}"
2645,AT19,"{0: 2, 1: 2}"
2645,Final Exam,"[2, 2, 2, 2, 2]"
2646,Prior Assessment Test,"[1, 0, 0, 1, 0]"
2646,5,{}
2646,AT18,"{1: 1, 2: 2, 3: 1}"
2646,AT20,{4: 1}
2646,AT17,"{0: 2, 1: 2, 3: 2}"
2646,AT14,{4: 1}
2646,AT14,{4: 1}
2646,AT14,{4: 2}
2646,Final Exam,"[2, 2, 2, 2, 2]"
2647,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2647,AT17,"{0: 0, 1: 0, 3: 1}"
2647,5,{}
2647,AT12,"{2: 1, 3: 1, 4: 0}"
2647,AT17,"{0: 0, 1: 1, 3: 2}"
2647,10,{}
2647,AT19,"{0: 0, 1: 1}"
2647,10,{}
2647,AT19,"{0: 0, 1: 1}"
2647,Final Exam,"[0, 1, 2, 2, 0]"
2648,Prior Assessment Test,"[1, 1, 0, 1, 1]"
2648,5,{}
2648,8,{}
2648,AT19,"{0: 2, 1: 2}"
2648,AT12,"{2: 2, 3: 1, 4: 1}"
2648,AT12,"{2: 2, 3: 2, 4: 2}"
2648,Final Exam,"[2, 2, 2, 2, 2]"
2649,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2649,AT17,"{0: 2, 1: 1, 3: 2}"
2649,10,{}
2649,AT12,"{2: 0, 3: 2, 4: 0}"
2649,5,{}
2649,5,{}
2649,5,{}
2649,10,{}
2649,AT18,"{1: 2, 2: 2, 3: 2}"
2649,Final Exam,"[2, 2, 2, 2, 2]"
2650,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2650,AT12,"{2: 0, 3: 1, 4: 0}"
2650,AT19,"{0: 1, 1: 2}"
2650,6,{}
2650,AT12,"{2: 1, 3: 2, 4: 0}"
2650,10,{}
2650,AT17,"{0: 1, 1: 2, 3: 2}"
2650,1,{}
2650,AT16,{2: 2}
2650,Final Exam,"[1, 2, 2, 2, 1]"
2651,Prior Assessment Test,"[1, 1, 0, 0, 0]"
2651,AT17,"{0: 2, 1: 1, 3: 1}"
2651,AT18,"{1: 1, 2: 1, 3: 2}"
2651,AT14,{4: 0}
2651,5,{}
2651,5,{}
2651,AT18,"{1: 2, 2: 2, 3: 2}"
2651,AT20,{4: 1}
2651,AT14,{4: 2}
2651,Final Exam,"[2, 2, 2, 2, 2]"
2652,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2652,AT17,"{0: 1, 1: 0, 3: 0}"
2652,AT19,"{0: 2, 1: 1}"
2652,AT18,"{1: 1, 2: 1, 3: 0}"
2652,AT18,"{1: 1, 2: 1, 3: 0}"
2652,AT13,{1: 2}
2652,AT12,"{2: 2, 3: 0, 4: 1}"
2652,AT12,"{2: 2, 3: 1, 4: 2}"
2652,AT11,{3: 1}
2652,Final Exam,"[2, 2, 2, 1, 2]"
2653,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2653,AT12,"{2: 2, 3: 2, 4: 2}"
2653,AT17,"{0: 2, 1: 2, 3: 2}"
2653,Final Exam,"[2, 2, 2, 2, 2]"
2654,Prior Assessment Test,"[0, 1, 1, 0, 0]"
2654,AT12,"{2: 2, 3: 0, 4: 1}"
2654,AT17,"{0: 1, 1: 2, 3: 1}"
2654,AT12,"{2: 2, 3: 2, 4: 2}"
2654,1,{}
2654,1,{}
2654,1,{}
2654,AT19,"{0: 2, 1: 2}"
2654,Final Exam,"[2, 2, 2, 2, 2]"
2655,Prior Assessment Test,"[0, 1, 0, 0, 1]"
2655,10,{}
2655,5,{}
2655,AT15,{2: 2}
2655,AT18,"{1: 2, 2: 2, 3: 0}"
2655,AT17,"{0: 0, 1: 2, 3: 0}"
2655,AT12,"{2: 2, 3: 2, 4: 2}"
2655,AT17,"{0: 1, 1: 2, 3: 2}"
2655,AT17,"{0: 2, 1: 2, 3: 2}"
2655,Final Exam,"[2, 2, 2, 2, 2]"
2656,Prior Assessment Test,"[0, 0, 1, 1, 0]"
2656,AT17,"{0: 1, 1: 1, 3: 2}"
2656,3,{}
2656,AT19,"{0: 2, 1: 2}"
2656,10,{}
2656,10,{}
2656,10,{}
2656,AT12,"{2: 2, 3: 2, 4: 2}"
2656,Final Exam,"[2, 2, 2, 2, 2]"
2657,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2657,AT17,"{0: 1, 1: 1, 3: 1}"
2657,AT13,{1: 2}
2657,AT12,"{2: 1, 3: 2, 4: 1}"
2657,1,{}
2657,10,{}
2657,AT19,"{0: 2, 1: 2}"
2657,10,{}
2657,10,{}
2657,Final Exam,"[2, 2, 2, 2, 2]"
2658,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2658,AT18,"{1: 2, 2: 0, 3: 0}"
2658,6,{}
2658,AT12,"{2: 0, 3: 0, 4: 2}"
2658,3,{}
2658,3,{}
2658,AT17,"{0: 2, 1: 2, 3: 0}"
2658,AT12,"{2: 0, 3: 2, 4: 2}"
2658,AT12,"{2: 0, 3: 2, 4: 2}"
2658,Final Exam,"[2, 2, 0, 2, 2]"
2659,Prior Assessment Test,"[0, 1, 1, 0, 0]"
2659,AT17,"{0: 0, 1: 1, 3: 0}"
2659,AT18,"{1: 1, 2: 1, 3: 0}"
2659,AT20,{4: 1}
2659,1,{}
2659,AT17,"{0: 1, 1: 1, 3: 0}"
2659,AT17,"{0: 2, 1: 2, 3: 2}"
2659,AT12,"{2: 1, 3: 2, 4: 2}"
2659,AT12,"{2: 1, 3: 2, 4: 2}"
2659,Final Exam,"[2, 2, 1, 2, 2]"
2660,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2660,AT12,"{2: 1, 3: 0, 4: 0}"
2660,10,{}
2660,AT20,{4: 2}
2660,AT18,"{1: 0, 2: 2, 3: 0}"
2660,AT17,"{0: 0, 1: 0, 3: 0}"
2660,AT17,"{0: 1, 1: 2, 3: 1}"
2660,AT17,"{0: 2, 1: 2, 3: 2}"
2660,Final Exam,"[2, 2, 2, 2, 2]"
2661,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2661,5,{}
2661,5,{}
2661,10,{}
2661,1,{}
2661,AT17,"{0: 2, 1: 2, 3: 1}"
2661,AT12,"{2: 2, 3: 1, 4: 2}"
2661,AT11,{3: 2}
2661,Final Exam,"[2, 2, 2, 2, 2]"
2662,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2662,AT14,{4: 0}
2662,AT17,"{0: 0, 1: 0, 3: 2}"
2662,AT14,{4: 0}
2662,AT12,"{2: 0, 3: 2, 4: 0}"
2662,AT17,"{0: 0, 1: 0, 3: 2}"
2662,AT19,"{0: 2, 1: 2}"
2662,AT12,"{2: 0, 3: 2, 4: 1}"
2662,AT12,"{2: 0, 3: 2, 4: 1}"
2662,Final Exam,"[2, 2, 0, 2, 1]"
2663,Prior Assessment Test,"[1, 0, 0, 0, 1]"
2663,AT18,"{1: 0, 2: 0, 3: 0}"
2663,AT19,"{0: 2, 1: 1}"
2663,AT12,"{2: 0, 3: 0, 4: 1}"
2663,AT12,"{2: 0, 3: 0, 4: 1}"
2663,5,{}
2663,AT13,{1: 2}
2663,AT12,"{2: 0, 3: 0, 4: 1}"
2663,AT12,"{2: 0, 3: 0, 4: 1}"
2663,Final Exam,"[2, 2, 0, 0, 1]"
2664,Prior Assessment Test,"[0, 0, 0, 1, 2]"
2664,AT18,"{1: 2, 2: 2, 3: 2}"
2664,AT14,{4: 2}
2664,AT17,"{0: 1, 1: 2, 3: 2}"
2664,AT19,"{0: 2, 1: 2}"
2664,Final Exam,"[2, 2, 2, 2, 2]"
2665,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2665,AT12,"{2: 2, 3: 0, 4: 0}"
2665,AT18,"{1: 1, 2: 2, 3: 0}"
2665,6,{}
2665,AT13,{1: 1}
2665,AT14,{4: 1}
2665,AT17,"{0: 0, 1: 2, 3: 1}"
2665,AT14,{4: 1}
2665,AT14,{4: 2}
2665,Final Exam,"[0, 2, 2, 1, 2]"
2666,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2666,5,{}
2666,AT18,"{1: 2, 2: 2, 3: 2}"
2666,10,{}
2666,1,{}
2666,3,{}
2666,1,{}
2666,AT20,{4: 1}
2666,AT19,"{0: 2, 1: 2}"
2666,Final Exam,"[2, 2, 2, 2, 1]"
2667,Prior Assessment Test,"[1, 0, 0, 1, 0]"
2667,3,{}
2667,AT19,"{0: 2, 1: 0}"
2667,AT12,"{2: 2, 3: 2, 4: 1}"
2667,6,{}
2667,AT19,"{0: 2, 1: 1}"
2667,AT13,{1: 2}
2667,AT20,{4: 2}
2667,Final Exam,"[2, 2, 2, 2, 2]"
2668,Prior Assessment Test,"[0, 1, 0, 1, 0]"
2668,AT13,{1: 2}
2668,3,{}
2668,AT17,"{0: 1, 1: 2, 3: 1}"
2668,3,{}
2668,AT18,"{1: 2, 2: 0, 3: 1}"
2668,AT18,"{1: 2, 2: 0, 3: 1}"
2668,AT12,"{2: 0, 3: 2, 4: 2}"
2668,AT16,{2: 0}
2668,Final Exam,"[2, 2, 0, 2, 2]"
2669,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2669,AT12,"{2: 0, 3: 0, 4: 0}"
2669,AT17,"{0: 1, 1: 1, 3: 1}"
2669,AT12,"{2: 1, 3: 2, 4: 2}"
2669,AT19,"{0: 1, 1: 2}"
2669,AT18,"{1: 2, 2: 2, 3: 2}"
2669,1,{}
2669,1,{}
2669,3,{}
2669,Final Exam,"[2, 2, 2, 2, 2]"
2670,Prior Assessment Test,"[1, 1, 0, 0, 1]"
2670,AT12,"{2: 1, 3: 2, 4: 2}"
2670,9,{}
2670,5,{}
2670,5,{}
2670,5,{}
2670,5,{}
2670,AT18,"{1: 2, 2: 2, 3: 2}"
2670,AT19,"{0: 2, 1: 2}"
2670,Final Exam,"[2, 2, 2, 2, 2]"
2671,Prior Assessment Test,"[0, 0, 1, 1, 0]"
2671,AT12,"{2: 1, 3: 2, 4: 1}"
2671,3,{}
2671,AT20,{4: 1}
2671,9,{}
2671,AT17,"{0: 1, 1: 1, 3: 2}"
2671,AT16,{2: 2}
2671,AT20,{4: 1}
2671,AT19,"{0: 1, 1: 1}"
2671,Final Exam,"[1, 1, 2, 2, 1]"
2672,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2672,AT18,"{1: 0, 2: 0, 3: 0}"
2672,AT14,{4: 1}
2672,AT17,"{0: 0, 1: 0, 3: 1}"
2672,AT17,"{0: 1, 1: 1, 3: 2}"
2672,AT18,"{1: 1, 2: 0, 3: 2}"
2672,5,{}
2672,5,{}
2672,AT19,"{0: 2, 1: 2}"
2672,Final Exam,"[2, 2, 1, 2, 1]"
2673,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2673,AT12,"{2: 0, 3: 1, 4: 0}"
2673,AT12,"{2: 0, 3: 1, 4: 0}"
2673,AT12,"{2: 0, 3: 2, 4: 1}"
2673,5,{}
2673,6,{}
2673,10,{}
2673,AT14,{4: 2}
2673,AT19,"{0: 1, 1: 2}"
2673,Final Exam,"[1, 2, 1, 2, 2]"
2674,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2674,AT18,"{1: 2, 2: 1, 3: 2}"
2674,10,{}
2674,10,{}
2674,AT19,"{0: 0, 1: 2}"
2674,AT12,"{2: 2, 3: 2, 4: 2}"
2674,AT19,"{0: 0, 1: 2}"
2674,1,{}
2674,AT19,"{0: 2, 1: 2}"
2674,Final Exam,"[2, 2, 2, 2, 2]"
2675,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2675,AT17,"{0: 0, 1: 0, 3: 1}"
2675,AT19,"{0: 0, 1: 0}"
2675,AT14,{4: 1}
2675,1,{}
2675,10,{}
2675,1,{}
2675,AT12,"{2: 1, 3: 1, 4: 2}"
2675,AT19,"{0: 2, 1: 2}"
2675,Final Exam,"[2, 2, 1, 1, 2]"
2676,Prior Assessment Test,"[0, 1, 2, 0, 0]"
2676,AT17,"{0: 0, 1: 1, 3: 1}"
2676,AT17,"{0: 0, 1: 1, 3: 1}"
2676,AT17,"{0: 1, 1: 2, 3: 2}"
2676,1,{}
2676,AT14,{4: 1}
2676,AT17,"{0: 2, 1: 2, 3: 2}"
2676,AT12,"{2: 2, 3: 2, 4: 1}"
2676,AT12,"{2: 2, 3: 2, 4: 1}"
2676,Final Exam,"[2, 2, 2, 2, 1]"
2677,Prior Assessment Test,"[2, 0, 0, 0, 1]"
2677,10,{}
2677,AT17,"{0: 2, 1: 0, 3: 0}"
2677,AT12,"{2: 2, 3: 1, 4: 2}"
2677,AT17,"{0: 2, 1: 1, 3: 2}"
2677,AT13,{1: 1}
2677,AT13,{1: 1}
2677,AT17,"{0: 2, 1: 1, 3: 2}"
2677,AT13,{1: 2}
2677,Final Exam,"[2, 2, 2, 2, 2]"
2678,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2678,AT17,"{0: 0, 1: 1, 3: 0}"
2678,5,{}
2678,AT12,"{2: 0, 3: 0, 4: 0}"
2678,AT14,{4: 0}
2678,AT18,"{1: 2, 2: 2, 3: 2}"
2678,1,{}
2678,6,{}
2678,AT12,"{2: 2, 3: 2, 4: 2}"
2678,Final Exam,"[2, 2, 2, 2, 2]"
2679,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2679,AT17,"{0: 0, 1: 0, 3: 0}"
2679,9,{}
2679,AT18,"{1: 0, 2: 1, 3: 1}"
2679,AT15,{2: 2}
2679,AT17,"{0: 0, 1: 1, 3: 1}"
2679,AT17,"{0: 2, 1: 2, 3: 2}"
2679,AT14,{4: 1}
2679,AT14,{4: 1}
2679,Final Exam,"[2, 2, 2, 2, 1]"
2680,Prior Assessment Test,"[0, 0, 1, 0, 1]"
2680,AT13,{1: 2}
2680,AT17,"{0: 2, 1: 2, 3: 2}"
2680,10,{}
2680,10,{}
2680,AT12,"{2: 2, 3: 2, 4: 2}"
2680,Final Exam,"[2, 2, 2, 2, 2]"
2681,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2681,AT15,{2: 2}
2681,AT17,"{0: 2, 1: 2, 3: 1}"
2681,AT12,"{2: 2, 3: 1, 4: 0}"
2681,AT12,"{2: 2, 3: 1, 4: 0}"
2681,AT12,"{2: 2, 3: 2, 4: 1}"
2681,10,{}
2681,6,{}
2681,AT20,{4: 2}
2681,Final Exam,"[2, 2, 2, 2, 2]"
2682,Prior Assessment Test,"[0, 2, 0, 0, 0]"
2682,AT19,"{0: 0, 1: 2}"
2682,6,{}
2682,AT17,"{0: 1, 1: 2, 3: 1}"
2682,AT14,{4: 2}
2682,AT18,"{1: 2, 2: 1, 3: 1}"
2682,1,{}
2682,AT17,"{0: 2, 1: 2, 3: 1}"
2682,AT18,"{1: 2, 2: 1, 3: 1}"
2682,Final Exam,"[2, 2, 1, 1, 2]"
2683,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2683,AT12,"{2: 0, 3: 0, 4: 0}"
2683,AT12,"{2: 0, 3: 0, 4: 1}"
2683,AT12,"{2: 0, 3: 0, 4: 1}"
2683,AT17,"{0: 1, 1: 2, 3: 1}"
2683,AT17,"{0: 1, 1: 2, 3: 2}"
2683,AT12,"{2: 0, 3: 2, 4: 2}"
2683,2,{}
2683,1,{}
2683,Final Exam,"[2, 2, 0, 2, 2]"
2684,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2684,AT12,"{2: 0, 3: 0, 4: 1}"
2684,AT17,"{0: 0, 1: 2, 3: 0}"
2684,AT12,"{2: 2, 3: 2, 4: 2}"
2684,1,{}
2684,AT17,"{0: 2, 1: 2, 3: 2}"
2684,Final Exam,"[2, 2, 2, 2, 2]"
2685,Prior Assessment Test,"[1, 1, 0, 0, 0]"
2685,AT12,"{2: 2, 3: 1, 4: 1}"
2685,AT19,"{0: 2, 1: 2}"
2685,AT12,"{2: 2, 3: 1, 4: 1}"
2685,AT12,"{2: 2, 3: 1, 4: 1}"
2685,AT12,"{2: 2, 3: 1, 4: 1}"
2685,AT12,"{2: 2, 3: 2, 4: 2}"
2685,Final Exam,"[2, 2, 2, 2, 2]"
2686,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2686,AT14,{4: 1}
2686,AT17,"{0: 0, 1: 0, 3: 0}"
2686,AT19,"{0: 0, 1: 0}"
2686,AT19,"{0: 0, 1: 0}"
2686,AT12,"{2: 0, 3: 0, 4: 1}"
2686,AT18,"{1: 1, 2: 2, 3: 1}"
2686,AT19,"{0: 1, 1: 1}"
2686,AT12,"{2: 2, 3: 2, 4: 2}"
2686,Final Exam,"[1, 1, 2, 2, 2]"
2687,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2687,10,{}
2687,10,{}
2687,AT18,"{1: 1, 2: 0, 3: 0}"
2687,AT18,"{1: 2, 2: 1, 3: 0}"
2687,AT18,"{1: 2, 2: 2, 3: 1}"
2687,AT12,"{2: 2, 3: 1, 4: 2}"
2687,AT17,"{0: 0, 1: 2, 3: 1}"
2687,AT17,"{0: 0, 1: 2, 3: 1}"
2687,Final Exam,"[0, 2, 2, 1, 2]"
2688,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2688,AT17,"{0: 0, 1: 0, 3: 0}"
2688,AT18,"{1: 1, 2: 2, 3: 0}"
2688,AT13,{1: 1}
2688,AT17,"{0: 0, 1: 1, 3: 0}"
2688,AT17,"{0: 0, 1: 2, 3: 0}"
2688,3,{}
2688,AT17,"{0: 2, 1: 2, 3: 0}"
2688,AT12,"{2: 2, 3: 0, 4: 0}"
2688,Final Exam,"[2, 2, 2, 0, 0]"
2689,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2689,AT18,"{1: 0, 2: 0, 3: 0}"
2689,AT20,{4: 1}
2689,AT20,{4: 2}
2689,AT18,"{1: 1, 2: 2, 3: 2}"
2689,AT19,"{0: 0, 1: 1}"
2689,AT19,"{0: 0, 1: 1}"
2689,AT17,"{0: 0, 1: 1, 3: 2}"
2689,AT17,"{0: 1, 1: 1, 3: 2}"
2689,Final Exam,"[1, 1, 2, 2, 2]"
2690,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2690,AT18,"{1: 2, 2: 1, 3: 1}"
2690,AT12,"{2: 1, 3: 1, 4: 0}"
2690,AT12,"{2: 2, 3: 2, 4: 2}"
2690,3,{}
2690,AT19,"{0: 2, 1: 2}"
2690,Final Exam,"[2, 2, 2, 2, 2]"
2691,Prior Assessment Test,"[0, 1, 1, 0, 0]"
2691,AT17,"{0: 0, 1: 1, 3: 0}"
2691,5,{}
2691,AT17,"{0: 1, 1: 2, 3: 0}"
2691,AT17,"{0: 1, 1: 2, 3: 0}"
2691,AT20,{4: 2}
2691,AT17,"{0: 1, 1: 2, 3: 0}"
2691,AT17,"{0: 2, 1: 2, 3: 2}"
2691,AT16,{2: 2}
2691,Final Exam,"[2, 2, 2, 2, 2]"
2692,Prior Assessment Test,"[1, 0, 2, 0, 0]"
2692,AT12,"{2: 2, 3: 1, 4: 1}"
2692,AT17,"{0: 2, 1: 0, 3: 2}"
2692,10,{}
2692,AT20,{4: 2}
2692,AT13,{1: 2}
2692,Final Exam,"[2, 2, 2, 2, 2]"
2693,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2693,AT17,"{0: 0, 1: 0, 3: 2}"
2693,1,{}
2693,AT20,{4: 1}
2693,3,{}
2693,AT20,{4: 2}
2693,AT19,"{0: 0, 1: 0}"
2693,AT19,"{0: 1, 1: 1}"
2693,AT16,{2: 0}
2693,Final Exam,"[1, 1, 0, 2, 2]"
2694,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2694,AT20,{4: 0}
2694,AT12,"{2: 1, 3: 0, 4: 0}"
2694,1,{}
2694,AT19,"{0: 2, 1: 1}"
2694,AT18,"{1: 2, 2: 2, 3: 2}"
2694,AT14,{4: 0}
2694,10,{}
2694,AT20,{4: 1}
2694,Final Exam,"[2, 2, 2, 2, 1]"
2695,Prior Assessment Test,"[0, 0, 1, 0, 1]"
2695,6,{}
2695,AT17,"{0: 0, 1: 0, 3: 1}"
2695,AT16,{2: 2}
2695,AT12,"{2: 2, 3: 2, 4: 2}"
2695,AT19,"{0: 0, 1: 0}"
2695,AT19,"{0: 1, 1: 2}"
2695,AT19,"{0: 2, 1: 2}"
2695,Final Exam,"[2, 2, 2, 2, 2]"
2696,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2696,AT18,"{1: 0, 2: 0, 3: 0}"
2696,AT20,{4: 2}
2696,5,{}
2696,AT17,"{0: 0, 1: 1, 3: 2}"
2696,AT17,"{0: 1, 1: 2, 3: 2}"
2696,3,{}
2696,3,{}
2696,AT15,{2: 2}
2696,Final Exam,"[2, 2, 2, 2, 2]"
2697,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2697,AT18,"{1: 1, 2: 1, 3: 1}"
2697,AT17,"{0: 1, 1: 2, 3: 2}"
2697,1,{}
2697,1,{}
2697,5,{}
2697,6,{}
2697,10,{}
2697,AT12,"{2: 2, 3: 2, 4: 2}"
2697,Final Exam,"[2, 2, 2, 2, 2]"
2698,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2698,AT12,"{2: 0, 3: 0, 4: 0}"
2698,AT20,{4: 2}
2698,AT17,"{0: 1, 1: 2, 3: 1}"
2698,AT12,"{2: 1, 3: 2, 4: 2}"
2698,3,{}
2698,2,{}
2698,2,{}
2698,AT16,{2: 2}
2698,Final Exam,"[2, 2, 2, 2, 2]"
2699,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2699,AT17,"{0: 1, 1: 2, 3: 1}"
2699,AT12,"{2: 1, 3: 2, 4: 2}"
2699,5,{}
2699,3,{}
2699,1,{}
2699,8,{}
2699,3,{}
2699,3,{}
2699,Final Exam,"[2, 2, 2, 2, 2]"
2700,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2700,AT17,"{0: 1, 1: 0, 3: 0}"
2700,AT18,"{1: 1, 2: 1, 3: 1}"
2700,AT17,"{0: 1, 1: 1, 3: 1}"
2700,AT17,"{0: 1, 1: 1, 3: 2}"
2700,5,{}
2700,AT17,"{0: 2, 1: 1, 3: 2}"
2700,AT12,"{2: 2, 3: 2, 4: 0}"
2700,10,{}
2700,Final Exam,"[2, 1, 2, 2, 0]"
2701,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2701,AT12,"{2: 2, 3: 1, 4: 1}"
2701,AT17,"{0: 2, 1: 1, 3: 2}"
2701,AT14,{4: 2}
2701,AT19,"{0: 2, 1: 2}"
2701,Final Exam,"[2, 2, 2, 2, 2]"
2702,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2702,AT12,"{2: 1, 3: 0, 4: 0}"
2702,5,{}
2702,AT17,"{0: 0, 1: 1, 3: 0}"
2702,AT12,"{2: 2, 3: 1, 4: 1}"
2702,6,{}
2702,AT13,{1: 1}
2702,AT20,{4: 2}
2702,AT17,"{0: 0, 1: 2, 3: 1}"
2702,Final Exam,"[0, 2, 2, 1, 2]"
2703,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2703,10,{}
2703,6,{}
2703,AT18,"{1: 2, 2: 2, 3: 2}"
2703,AT20,{4: 2}
2703,1,{}
2703,1,{}
2703,AT19,"{0: 2, 1: 2}"
2703,Final Exam,"[2, 2, 2, 2, 2]"
2704,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2704,AT20,{4: 0}
2704,AT17,"{0: 0, 1: 1, 3: 0}"
2704,AT14,{4: 1}
2704,AT18,"{1: 1, 2: 1, 3: 1}"
2704,AT12,"{2: 1, 3: 1, 4: 1}"
2704,AT12,"{2: 1, 3: 1, 4: 2}"
2704,AT19,"{0: 0, 1: 1}"
2704,AT15,{2: 1}
2704,Final Exam,"[0, 1, 1, 1, 2]"
2705,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2705,AT20,{4: 2}
2705,AT17,"{0: 0, 1: 1, 3: 1}"
2705,AT17,"{0: 2, 1: 2, 3: 2}"
2705,9,{}
2705,AT16,{2: 2}
2705,Final Exam,"[2, 2, 2, 2, 2]"
2706,Prior Assessment Test,"[0, 0, 0, 0, 0]"
