Student_ID,Action_Types,Cur_Proficiency
2940,Final Exam,"[2, 2, 2, 2, 2]"
2941,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2941,AT12,{4: 1}
2941,AT12,{4: 2}
2941,5,{}
2941,10,{}
2941,5,{}
2941,2,{}
2941,AT13,"{1: 2, 3: 2}"
2941,1,{}
2941,Final Exam,"[2, 2, 2, 2, 2]"
2942,Prior Assessment Test,"[0, 1, 0, 1, 0]"
2942,AT20,"{2: 0, 3: 2}"
2942,6,{}
2942,7,{}
2942,AT15,{0: 1}
2942,10,{}
2942,3,{}
2942,AT17,{0: 2}
2942,AT18,"{1: 2, 4: 2}"
2942,Final Exam,"[2, 2, 0, 2, 2]"
2943,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2943,8,{}
2943,2,{}
2943,AT13,"{1: 2, 3: 1}"
2943,5,{}
2943,AT12,{4: 2}
2943,5,{}
2943,10,{}
2943,AT17,{0: 2}
2943,Final Exam,"[2, 2, 2, 2, 2]"
2944,Prior Assessment Test,"[0, 0, 0, 1, 1]"
2944,AT12,{4: 2}
2944,AT13,"{1: 1, 3: 2}"
2944,10,{}
2944,6,{}
2944,10,{}
2944,AT20,"{2: 2, 3: 2}"
2944,AT13,"{1: 2, 3: 2}"
2944,AT17,{0: 2}
2944,Final Exam,"[2, 2, 2, 2, 2]"
2945,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2945,AT11,{3: 0}
2945,AT13,"{1: 1, 3: 1}"
2945,AT20,"{2: 1, 3: 1}"
2945,3,{}
2945,8,{}
2945,AT11,{3: 2}
2945,AT15,{0: 2}
2945,AT18,"{1: 1, 4: 0}"
2945,Final Exam,"[2, 1, 2, 2, 0]"
2946,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2946,7,{}
2946,10,{}
2946,AT13,"{1: 2, 3: 1}"
2946,5,{}
2946,1,{}
2946,AT12,{4: 2}
2946,AT20,"{2: 1, 3: 1}"
2946,5,{}
2946,Final Exam,"[2, 2, 1, 2, 2]"
2947,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2947,5,{}
2947,AT18,"{1: 1, 4: 0}"
2947,6,{}
2947,8,{}
2947,AT12,{4: 1}
2947,AT13,"{1: 2, 3: 2}"
2947,2,{}
2947,AT12,{4: 1}
2947,Final Exam,"[2, 2, 1, 2, 1]"
2948,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2948,8,{}
2948,6,{}
2948,6,{}
2948,AT13,"{1: 2, 3: 2}"
2948,AT12,{4: 2}
2948,9,{}
2948,9,{}
2948,AT15,{0: 2}
2948,Final Exam,"[2, 2, 2, 2, 2]"
2949,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2949,AT20,"{2: 1, 3: 1}"
2949,6,{}
2949,2,{}
2949,3,{}
2949,10,{}
2949,AT20,"{2: 2, 3: 2}"
2949,AT15,{0: 2}
2949,AT18,"{1: 2, 4: 2}"
2949,Final Exam,"[2, 2, 2, 2, 2]"
2950,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2950,2,{}
2950,6,{}
2950,6,{}
2950,AT11,{3: 0}
2950,10,{}
2950,7,{}
2950,9,{}
2950,AT17,{0: 2}
2950,Final Exam,"[2, 2, 1, 0, 1]"
2951,Prior Assessment Test,"[2, 0, 0, 0, 0]"
2951,AT14,{3: 1}
2951,2,{}
2951,7,{}
2951,AT14,{3: 2}
2951,7,{}
2951,AT18,"{1: 0, 4: 1}"
2951,AT12,{4: 1}
2951,AT20,"{2: 0, 3: 2}"
2951,Final Exam,"[2, 0, 0, 2, 1]"
2952,Prior Assessment Test,"[0, 1, 0, 0, 1]"
2952,3,{}
2952,AT18,"{1: 2, 4: 2}"
2952,AT20,"{2: 1, 3: 1}"
2952,5,{}
2952,AT20,"{2: 2, 3: 2}"
2952,1,{}
2952,AT17,{0: 2}
2952,Final Exam,"[2, 2, 2, 2, 2]"
2953,Prior Assessment Test,"[1, 0, 0, 0, 1]"
2953,2,{}
2953,1,{}
2953,AT14,{3: 2}
2953,2,{}
2953,7,{}
2953,3,{}
2953,AT18,"{1: 2, 4: 2}"
2953,AT20,"{2: 1, 3: 2}"
2953,Final Exam,"[2, 2, 1, 2, 2]"
2954,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2954,6,{}
2954,2,{}
2954,2,{}
2954,AT17,{0: 2}
2954,AT13,"{1: 2, 3: 0}"
2954,AT18,"{1: 2, 4: 1}"
2954,AT12,{4: 2}
2954,AT20,"{2: 2, 3: 2}"
2954,Final Exam,"[2, 2, 2, 2, 2]"
2955,Prior Assessment Test,"[1, 0, 1, 0, 0]"
2955,9,{}
2955,8,{}
2955,8,{}
2955,AT18,"{1: 0, 4: 2}"
2955,5,{}
2955,AT20,"{2: 2, 3: 2}"
2955,AT17,{0: 2}
2955,AT16,{1: 1}
2955,Final Exam,"[2, 1, 2, 2, 2]"
2956,Prior Assessment Test,"[1, 0, 0, 0, 1]"
2956,AT20,"{2: 1, 3: 2}"
2956,2,{}
2956,5,{}
2956,2,{}
2956,10,{}
2956,AT17,{0: 2}
2956,AT20,"{2: 1, 3: 2}"
2956,AT18,"{1: 1, 4: 2}"
2956,Final Exam,"[2, 1, 1, 2, 2]"
2957,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2957,3,{}
2957,2,{}
2957,2,{}
2957,AT18,"{1: 2, 4: 1}"
2957,9,{}
2957,7,{}
2957,5,{}
2957,AT15,{0: 2}
2957,Final Exam,"[2, 2, 2, 1, 2]"
2958,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2958,AT12,{4: 1}
2958,AT13,"{1: 0, 3: 0}"
2958,7,{}
2958,AT18,"{1: 1, 4: 2}"
2958,6,{}
2958,2,{}
2958,AT20,"{2: 2, 3: 1}"
2958,AT13,"{1: 2, 3: 2}"
2958,Final Exam,"[2, 2, 2, 2, 2]"
2959,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2959,7,{}
2959,AT13,"{1: 1, 3: 1}"
2959,2,{}
2959,2,{}
2959,6,{}
2959,5,{}
2959,3,{}
2959,AT20,"{2: 2, 3: 2}"
2959,Final Exam,"[0, 2, 2, 2, 2]"
2960,Prior Assessment Test,"[0, 0, 0, 2, 0]"
2960,2,{}
2960,6,{}
2960,2,{}
2960,8,{}
2960,9,{}
2960,AT18,"{1: 2, 4: 0}"
2960,AT20,"{2: 2, 3: 2}"
2960,AT17,{0: 2}
2960,Final Exam,"[2, 2, 2, 2, 0]"
2961,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2961,AT12,{4: 0}
2961,AT11,{3: 0}
2961,9,{}
2961,2,{}
2961,5,{}
2961,AT17,{0: 1}
2961,AT12,{4: 1}
2961,7,{}
2961,Final Exam,"[1, 0, 1, 0, 2]"
2962,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2962,8,{}
2962,AT20,"{2: 1, 3: 0}"
2962,AT17,{0: 2}
2962,2,{}
2962,AT13,"{1: 1, 3: 0}"
2962,2,{}
2962,2,{}
2962,AT16,{1: 2}
2962,Final Exam,"[2, 2, 2, 0, 0]"
2963,Prior Assessment Test,"[1, 0, 0, 0, 1]"
2963,AT13,"{1: 1, 3: 0}"
2963,AT20,"{2: 0, 3: 1}"
2963,5,{}
2963,AT15,{0: 2}
2963,2,{}
2963,AT13,"{1: 2, 3: 2}"
2963,8,{}
2963,AT12,{4: 2}
2963,Final Exam,"[2, 2, 1, 2, 2]"
2964,Prior Assessment Test,"[1, 0, 1, 1, 0]"
2964,AT11,{3: 1}
2964,7,{}
2964,2,{}
2964,7,{}
2964,AT12,{4: 2}
2964,AT20,"{2: 1, 3: 1}"
2964,AT16,{1: 2}
2964,AT15,{0: 2}
2964,Final Exam,"[2, 2, 1, 1, 2]"
2965,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2965,AT15,{0: 0}
2965,10,{}
2965,AT20,"{2: 1, 3: 0}"
2965,7,{}
2965,7,{}
2965,6,{}
2965,AT13,"{1: 2, 3: 0}"
2965,AT14,{3: 2}
2965,Final Exam,"[2, 2, 1, 2, 1]"
2966,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2966,1,{}
2966,AT18,"{1: 1, 4: 2}"
2966,AT13,"{1: 1, 3: 0}"
2966,AT13,"{1: 2, 3: 2}"
2966,AT17,{0: 1}
2966,AT15,{0: 2}
2966,AT20,"{2: 2, 3: 2}"
2966,Final Exam,"[2, 2, 2, 2, 2]"
2967,Prior Assessment Test,"[0, 0, 1, 1, 0]"
2967,5,{}
2967,AT18,"{1: 1, 4: 0}"
2967,AT17,{0: 1}
2967,8,{}
2967,AT17,{0: 2}
2967,2,{}
2967,AT13,"{1: 2, 3: 1}"
2967,AT18,"{1: 2, 4: 1}"
2967,Final Exam,"[2, 2, 2, 1, 1]"
2968,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2968,10,{}
2968,6,{}
2968,AT13,"{1: 2, 3: 0}"
2968,3,{}
2968,7,{}
2968,9,{}
2968,AT12,{4: 2}
2968,AT17,{0: 2}
2968,Final Exam,"[2, 2, 2, 0, 2]"
2969,Prior Assessment Test,"[0, 0, 0, 0, 2]"
2969,AT20,"{2: 2, 3: 2}"
2969,3,{}
2969,AT18,"{1: 2, 4: 2}"
2969,1,{}
2969,1,{}
2969,6,{}
2969,AT15,{0: 2}
2969,Final Exam,"[2, 2, 2, 2, 2]"
2970,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2970,9,{}
2970,8,{}
2970,2,{}
2970,2,{}
2970,1,{}
2970,AT14,{3: 0}
2970,2,{}
2970,AT20,"{2: 2, 3: 1}"
2970,Final Exam,"[0, 2, 2, 1, 0]"
2971,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2971,AT18,"{1: 2, 4: 2}"
2971,AT20,"{2: 1, 3: 1}"
2971,AT20,"{2: 2, 3: 2}"
2971,1,{}
2971,AT15,{0: 1}
2971,1,{}
2971,AT15,{0: 2}
2971,Final Exam,"[2, 2, 2, 2, 2]"
2972,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2972,AT11,{3: 1}
2972,9,{}
2972,AT18,"{1: 1, 4: 0}"
2972,3,{}
2972,AT20,"{2: 2, 3: 1}"
2972,AT13,"{1: 2, 3: 2}"
2972,AT15,{0: 0}
2972,AT18,"{1: 2, 4: 1}"
2972,Final Exam,"[0, 2, 2, 2, 1]"
2973,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2973,AT13,"{1: 2, 3: 1}"
2973,1,{}
2973,5,{}
2973,5,{}
2973,AT12,{4: 1}
2973,1,{}
2973,AT20,"{2: 2, 3: 2}"
2973,AT15,{0: 2}
2973,Final Exam,"[2, 2, 2, 2, 1]"
2974,Prior Assessment Test,"[0, 1, 1, 0, 0]"
2974,AT13,"{1: 2, 3: 1}"
2974,5,{}
2974,AT12,{4: 2}
2974,5,{}
2974,5,{}
2974,8,{}
2974,8,{}
2974,AT14,{3: 2}
2974,Final Exam,"[1, 2, 2, 2, 2]"
2975,Prior Assessment Test,"[0, 0, 0, 1, 0]"
2975,AT18,"{1: 0, 4: 1}"
2975,7,{}
2975,6,{}
2975,8,{}
2975,AT18,"{1: 2, 4: 2}"
2975,AT20,"{2: 0, 3: 2}"
2975,2,{}
2975,AT20,"{2: 2, 3: 2}"
2975,Final Exam,"[1, 2, 2, 2, 2]"
2976,Prior Assessment Test,"[0, 0, 2, 0, 0]"
2976,10,{}
2976,AT13,"{1: 2, 3: 1}"
2976,5,{}
2976,AT14,{3: 2}
2976,1,{}
2976,1,{}
2976,AT15,{0: 2}
2976,AT12,{4: 0}
2976,Final Exam,"[2, 2, 2, 2, 0]"
2977,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2977,AT18,"{1: 2, 4: 0}"
2977,AT20,"{2: 2, 3: 2}"
2977,1,{}
2977,AT12,{4: 0}
2977,6,{}
2977,5,{}
2977,AT18,"{1: 2, 4: 0}"
2977,AT15,{0: 2}
2977,Final Exam,"[2, 2, 2, 2, 0]"
2978,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2978,2,{}
2978,AT13,"{1: 0, 3: 0}"
2978,AT18,"{1: 1, 4: 2}"
2978,AT13,"{1: 1, 3: 0}"
2978,2,{}
2978,2,{}
2978,AT20,"{2: 0, 3: 0}"
2978,AT17,{0: 0}
2978,Final Exam,"[0, 2, 0, 0, 2]"
2979,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2979,AT17,{0: 1}
2979,AT14,{3: 2}
2979,1,{}
2979,2,{}
2979,AT18,"{1: 2, 4: 0}"
2979,3,{}
2979,2,{}
2979,AT12,{4: 2}
2979,Final Exam,"[2, 2, 2, 2, 2]"
2980,Prior Assessment Test,"[0, 0, 1, 0, 1]"
2980,2,{}
2980,10,{}
2980,2,{}
2980,10,{}
2980,2,{}
2980,6,{}
2980,AT13,"{1: 2, 3: 1}"
2980,AT20,"{2: 2, 3: 1}"
2980,Final Exam,"[2, 2, 2, 1, 1]"
2981,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2981,AT18,"{1: 0, 4: 2}"
2981,5,{}
2981,8,{}
2981,10,{}
2981,5,{}
2981,6,{}
2981,AT20,"{2: 0, 3: 2}"
2981,AT17,{0: 2}
2981,Final Exam,"[2, 2, 0, 2, 2]"
2982,Prior Assessment Test,"[0, 1, 1, 0, 0]"
2982,10,{}
2982,7,{}
2982,8,{}
2982,AT17,{0: 0}
2982,10,{}
2982,AT20,"{2: 2, 3: 2}"
2982,AT12,{4: 2}
2982,AT17,{0: 2}
2982,Final Exam,"[2, 2, 2, 2, 2]"
2983,Prior Assessment Test,"[1, 0, 0, 0, 0]"
2983,AT12,{4: 2}
2983,AT20,"{2: 2, 3: 0}"
2983,6,{}
2983,AT13,"{1: 2, 3: 0}"
2983,5,{}
2983,5,{}
2983,5,{}
2983,AT17,{0: 2}
2983,Final Exam,"[2, 2, 2, 0, 2]"
2984,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2984,2,{}
2984,AT20,"{2: 1, 3: 0}"
2984,7,{}
2984,7,{}
2984,10,{}
2984,3,{}
2984,AT18,"{1: 2, 4: 2}"
2984,AT20,"{2: 2, 3: 1}"
2984,Final Exam,"[0, 2, 2, 1, 2]"
2985,Prior Assessment Test,"[1, 0, 1, 0, 0]"
2985,AT18,"{1: 0, 4: 0}"
2985,AT18,"{1: 1, 4: 0}"
2985,10,{}
2985,AT18,"{1: 2, 4: 0}"
2985,5,{}
2985,6,{}
2985,AT20,"{2: 1, 3: 1}"
2985,AT12,{4: 1}
2985,Final Exam,"[2, 2, 1, 1, 1]"
2986,Prior Assessment Test,"[0, 0, 1, 1, 1]"
2986,6,{}
2986,AT17,{0: 0}
2986,AT12,{4: 1}
2986,5,{}
2986,2,{}
2986,AT16,{1: 1}
2986,AT15,{0: 2}
2986,AT20,"{2: 2, 3: 1}"
2986,Final Exam,"[2, 1, 2, 1, 1]"
2987,Prior Assessment Test,"[0, 1, 2, 1, 0]"
2987,AT18,"{1: 1, 4: 0}"
2987,6,{}
2987,3,{}
2987,5,{}
2987,AT18,"{1: 2, 4: 2}"
2987,AT17,{0: 2}
2987,AT11,{3: 2}
2987,Final Exam,"[2, 2, 2, 2, 2]"
2988,Prior Assessment Test,"[0, 0, 1, 0, 0]"
2988,2,{}
2988,AT12,{4: 1}
2988,2,{}
2988,6,{}
2988,5,{}
2988,AT12,{4: 2}
2988,AT13,"{1: 2, 3: 2}"
2988,AT15,{0: 1}
2988,Final Exam,"[1, 2, 2, 2, 2]"
2989,Prior Assessment Test,"[1, 0, 1, 0, 1]"
2989,AT12,{4: 1}
2989,AT15,{0: 2}
2989,AT18,"{1: 0, 4: 1}"
2989,7,{}
2989,2,{}
2989,AT18,"{1: 1, 4: 2}"
2989,AT20,"{2: 1, 3: 0}"
2989,AT20,"{2: 1, 3: 0}"
2989,Final Exam,"[2, 1, 1, 0, 2]"
2990,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2990,5,{}
2990,AT12,{4: 2}
2990,2,{}
2990,AT13,"{1: 2, 3: 2}"
2990,AT15,{0: 0}
2990,10,{}
2990,2,{}
2990,10,{}
2990,Final Exam,"[1, 2, 2, 2, 2]"
2991,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2991,3,{}
2991,AT13,"{1: 1, 3: 1}"
2991,5,{}
2991,5,{}
2991,2,{}
2991,AT20,"{2: 2, 3: 2}"
2991,7,{}
2991,AT15,{0: 2}
2991,Final Exam,"[2, 2, 2, 2, 2]"
2992,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2992,5,{}
2992,AT17,{0: 2}
2992,8,{}
2992,3,{}
2992,3,{}
2992,8,{}
2992,AT13,"{1: 2, 3: 2}"
2992,7,{}
2992,Final Exam,"[2, 2, 2, 2, 2]"
2993,Prior Assessment Test,"[0, 2, 0, 1, 0]"
2993,AT14,{3: 2}
2993,7,{}
2993,AT15,{0: 0}
2993,9,{}
2993,9,{}
2993,7,{}
2993,AT12,{4: 2}
2993,AT17,{0: 2}
2993,Final Exam,"[2, 2, 2, 2, 2]"
2994,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2994,8,{}
2994,AT11,{3: 0}
2994,2,{}
2994,6,{}
2994,AT20,"{2: 1, 3: 2}"
2994,10,{}
2994,2,{}
2994,6,{}
2994,Final Exam,"[0, 2, 2, 2, 0]"
2995,Prior Assessment Test,"[0, 1, 0, 0, 0]"
2995,AT13,"{1: 2, 3: 0}"
2995,3,{}
2995,AT12,{4: 2}
2995,8,{}
2995,8,{}
2995,1,{}
2995,AT20,"{2: 1, 3: 1}"
2995,AT15,{0: 2}
2995,Final Exam,"[2, 2, 1, 1, 2]"
2996,Prior Assessment Test,"[0, 0, 0, 0, 1]"
2996,2,{}
2996,6,{}
2996,10,{}
2996,7,{}
2996,AT12,{4: 2}
2996,2,{}
2996,AT20,"{2: 2, 3: 0}"
2996,AT15,{0: 2}
2996,Final Exam,"[2, 2, 2, 0, 2]"
2997,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2997,AT20,"{2: 2, 3: 2}"
2997,1,{}
2997,7,{}
2997,AT18,"{1: 0, 4: 2}"
2997,6,{}
2997,10,{}
2997,10,{}
2997,AT15,{0: 2}
2997,Final Exam,"[2, 2, 2, 2, 2]"
2998,Prior Assessment Test,"[0, 1, 1, 0, 1]"
2998,AT18,"{1: 2, 4: 1}"
2998,8,{}
2998,AT15,{0: 1}
2998,AT20,"{2: 2, 3: 2}"
2998,5,{}
2998,AT18,"{1: 2, 4: 2}"
2998,AT15,{0: 1}
2998,AT17,{0: 1}
2998,Final Exam,"[1, 2, 2, 2, 2]"
2999,Prior Assessment Test,"[0, 0, 0, 0, 0]"
2999,7,{}
2999,AT12,{4: 1}
2999,AT18,"{1: 1, 4: 2}"
2999,2,{}
2999,5,{}
2999,AT13,"{1: 2, 3: 0}"
2999,8,{}
2999,AT20,"{2: 2, 3: 1}"
2999,Final Exam,"[0, 2, 2, 1, 2]"
3000,Prior Assessment Test,"[0, 0, 0, 2, 0]"
3000,AT20,"{2: 0, 3: 2}"
3000,2,{}
3000,7,{}
3000,AT20,"{2: 0, 3: 2}"
3000,AT18,"{1: 2, 4: 0}"
3000,AT20,"{2: 1, 3: 2}"
3000,AT20,"{2: 1, 3: 2}"
3000,AT17,{0: 0}
3000,Final Exam,"[0, 2, 1, 2, 0]"
3001,Prior Assessment Test,"[1, 1, 2, 0, 0]"
3001,AT11,{3: 1}
3001,7,{}
3001,7,{}
3001,5,{}
3001,AT13,"{1: 1, 3: 1}"
3001,AT19,{3: 1}
3001,AT14,{3: 1}
3001,AT18,"{1: 2, 4: 2}"
3001,Final Exam,"[1, 2, 2, 1, 2]"
3002,Prior Assessment Test,"[0, 0, 0, 0, 1]"
3002,AT20,"{2: 1, 3: 1}"
3002,9,{}
3002,3,{}
3002,8,{}
3002,AT20,"{2: 2, 3: 1}"
3002,5,{}
3002,10,{}
3002,AT13,"{1: 2, 3: 1}"
3002,Final Exam,"[2, 2, 2, 1, 2]"
3003,Prior Assessment Test,"[0, 0, 1, 0, 0]"
3003,2,{}
3003,2,{}
3003,AT17,{0: 0}
3003,AT12,{4: 1}
3003,7,{}
3003,AT18,"{1: 2, 4: 1}"
3003,AT12,{4: 2}
3003,AT15,{0: 1}
3003,Final Exam,"[1, 2, 2, 0, 2]"
3004,Prior Assessment Test,"[0, 0, 0, 0, 0]"
3004,AT13,"{1: 1, 3: 1}"
3004,1,{}
3004,8,{}
3004,9,{}
3004,2,{}
3004,AT20,"{2: 2, 3: 2}"
3004,AT17,{0: 2}
3004,AT18,"{1: 2, 4: 0}"
3004,Final Exam,"[2, 2, 2, 2, 0]"
3005,Prior Assessment Test,"[0, 1, 0, 1, 0]"
3005,7,{}
3005,8,{}
3005,AT12,{4: 1}
3005,1,{}
3005,2,{}
3005,3,{}
3005,AT20,"{2: 0, 3: 2}"
3005,AT17,{0: 1}
3005,Final Exam,"[1, 2, 0, 2, 2]"
3006,Prior Assessment Test,"[0, 1, 1, 0, 0]"
3006,9,{}
3006,AT13,"{1: 1, 3: 0}"
3006,3,{}
3006,AT17,{0: 0}
3006,7,{}
3006,AT13,"{1: 2, 3: 1}"
3006,AT20,"{2: 2, 3: 1}"
3006,AT12,{4: 2}
3006,Final Exam,"[0, 2, 2, 1, 2]"
3007,Prior Assessment Test,"[0, 0, 1, 0, 0]"
3007,AT20,"{2: 1, 3: 0}"
3007,2,{}
3007,2,{}
3007,AT18,"{1: 2, 4: 0}"
3007,7,{}
3007,AT20,"{2: 2, 3: 2}"
3007,AT15,{0: 1}
3007,AT12,{4: 2}
3007,Final Exam,"[1, 2, 2, 2, 2]"
3008,Prior Assessment Test,"[0, 0, 1, 0, 0]"
3008,AT12,{4: 1}
3008,5,{}
3008,AT13,"{1: 1, 3: 2}"
3008,9,{}
3008,AT18,"{1: 2, 4: 1}"
3008,9,{}
3008,7,{}
3008,AT15,{0: 2}
3008,Final Exam,"[2, 2, 1, 2, 1]"
3009,Prior Assessment Test,"[0, 0, 0, 1, 0]"
3009,8,{}
3009,AT13,"{1: 0, 3: 1}"
3009,6,{}
3009,AT18,"{1: 1, 4: 0}"
3009,8,{}
3009,8,{}
3009,1,{}
3009,AT15,{0: 2}
3009,Final Exam,"[2, 1, 0, 1, 0]"
3010,Prior Assessment Test,"[0, 0, 0, 0, 0]"
3010,2,{}
3010,AT18,"{1: 2, 4: 2}"
3010,1,{}
3010,9,{}
3010,9,{}
3010,8,{}
3010,5,{}
3010,AT11,{3: 2}
3010,Final Exam,"[0, 2, 2, 2, 2]"
3011,Prior Assessment Test,"[0, 0, 1, 0, 0]"
3011,5,{}
3011,7,{}
3011,2,{}
3011,AT13,"{1: 0, 3: 1}"
3011,AT20,"{2: 1, 3: 1}"
3011,AT13,"{1: 0, 3: 1}"
3011,AT12,{4: 2}
3011,AT20,"{2: 1, 3: 1}"
3011,Final Exam,"[1, 0, 1, 1, 2]"
3012,Prior Assessment Test,"[1, 0, 0, 0, 0]"
3012,AT18,"{1: 1, 4: 1}"
3012,AT11,{3: 2}
3012,2,{}
3012,3,{}
3012,2,{}
3012,3,{}
3012,2,{}
3012,AT17,{0: 2}
3012,Final Exam,"[2, 2, 2, 2, 2]"
3013,Prior Assessment Test,"[0, 0, 0, 0, 0]"
3013,2,{}
3013,AT12,{4: 1}
3013,8,{}
3013,AT17,{0: 0}
3013,5,{}
3013,AT15,{0: 0}
3013,2,{}
3013,AT13,"{1: 2, 3: 1}"
3013,Final Exam,"[0, 2, 2, 1, 1]"
3014,Prior Assessment Test,"[1, 0, 0, 0, 0]"
3014,2,{}
3014,AT20,"{2: 1, 3: 0}"
3014,10,{}
3014,AT18,"{1: 2, 4: 1}"
3014,9,{}
3014,1,{}
3014,AT15,{0: 1}
3014,AT15,{0: 1}
3014,Final Exam,"[1, 2, 2, 0, 1]"
3015,Prior Assessment Test,"[0, 1, 0, 0, 0]"
3015,2,{}
3015,AT13,"{1: 2, 3: 2}"
3015,3,{}
3015,AT17,{0: 1}
3015,9,{}
3015,AT20,"{2: 2, 3: 2}"
3015,AT17,{0: 2}
3015,AT18,"{1: 2, 4: 2}"
3015,Final Exam,"[2, 2, 2, 2, 2]"
3016,Prior Assessment Test,"[0, 0, 1, 0, 1]"
3016,AT17,{0: 0}
3016,AT13,"{1: 2, 3: 2}"
3016,AT20,"{2: 1, 3: 2}"
3016,8,{}
3016,AT15,{0: 1}
3016,5,{}
3016,AT20,"{2: 2, 3: 2}"
3016,AT17,{0: 2}
3016,Final Exam,"[2, 2, 2, 2, 1]"
3017,Prior Assessment Test,"[0, 1, 0, 1, 1]"
3017,2,{}
3017,10,{}
3017,AT18,"{1: 2, 4: 2}"
3017,5,{}
3017,5,{}
3017,AT20,"{2: 1, 3: 2}"
3017,AT15,{0: 2}
3017,AT20,"{2: 1, 3: 2}"
3017,Final Exam,"[2, 2, 1, 2, 2]"
3018,Prior Assessment Test,"[0, 1, 0, 1, 2]"
3018,AT18,"{1: 2, 4: 2}"
3018,5,{}
3018,AT17,{0: 2}
3018,AT20,"{2: 0, 3: 2}"
3018,AT20,"{2: 1, 3: 2}"
3018,AT20,"{2: 2, 3: 2}"
3018,Final Exam,"[2, 2, 2, 2, 2]"
3019,Prior Assessment Test,"[0, 0, 0, 1, 0]"
3019,2,{}
3019,2,{}
3019,AT12,{4: 1}
3019,AT14,{3: 2}
3019,1,{}
3019,10,{}
3019,6,{}
3019,AT18,"{1: 0, 4: 1}"
3019,Final Exam,"[2, 0, 0, 2, 1]"
3020,Prior Assessment Test,"[1, 0, 0, 0, 0]"
3020,AT13,"{1: 0, 3: 0}"
3020,2,{}
3020,7,{}
3020,AT13,"{1: 2, 3: 2}"
3020,7,{}
3020,AT12,{4: 2}
3020,AT17,{0: 2}
3020,AT20,"{2: 2, 3: 2}"
3020,Final Exam,"[2, 2, 2, 2, 2]"
3021,Prior Assessment Test,"[0, 0, 0, 0, 0]"
3021,8,{}
3021,8,{}
3021,6,{}
3021,5,{}
3021,AT13,"{1: 0, 3: 2}"
3021,6,{}
3021,2,{}
3021,10,{}
3021,Final Exam,"[2, 2, 2, 2, 0]"
3022,Prior Assessment Test,"[1, 0, 0, 0, 1]"
3022,9,{}
3022,AT20,"{2: 1, 3: 2}"
3022,AT18,"{1: 0, 4: 1}"
3022,5,{}
3022,1,{}
3022,AT16,{1: 2}
3022,AT17,{0: 2}
3022,AT20,"{2: 2, 3: 2}"
3022,Final Exam,"[2, 2, 2, 2, 1]"
3023,Prior Assessment Test,"[0, 0, 0, 0, 0]"
3023,1,{}
3023,AT13,"{1: 0, 3: 0}"
3023,2,{}
3023,6,{}
3023,5,{}
3023,3,{}
3023,AT20,"{2: 2, 3: 2}"
3023,AT18,"{1: 2, 4: 2}"
3023,Final Exam,"[2, 2, 2, 2, 2]"
3024,Prior Assessment Test,"[0, 0, 1, 0, 0]"
3024,9,{}
3024,8,{}
3024,10,{}
3024,10,{}
3024,7,{}
3024,10,{}
3024,AT12,{4: 2}
3024,AT16,{1: 2}
3024,Final Exam,"[2, 2, 2, 2, 2]"
3025,Prior Assessment Test,"[1, 0, 0, 0, 0]"
3025,5,{}
3025,AT12,{4: 1}
3025,10,{}
3025,AT20,"{2: 2, 3: 2}"
3025,6,{}
3025,6,{}
3025,6,{}
3025,AT18,"{1: 2, 4: 1}"
3025,Final Exam,"[2, 2, 2, 2, 1]"
3026,Prior Assessment Test,"[0, 0, 0, 0, 0]"
3026,AT15,{0: 2}
3026,2,{}
3026,AT13,"{1: 2, 3: 1}"
3026,AT18,"{1: 2, 4: 1}"
3026,5,{}
3026,2,{}
3026,AT19,{3: 1}
3026,AT12,{4: 1}
3026,Final Exam,"[2, 2, 0, 1, 1]"
